Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,,,,,,,,,,,,,,,1985,Listed,,,,World Trade Centre,,19,33,110001,113,011- 23414946/ 23414947 /23414948 /23414949 ,011- 23414945  ,sdsharma@subros.com,www.subros.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,"305, Mehta Chamber",,67,15,401209,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"B/306-309, Dynasty Business Park",,67,15,400059,113,022 - 6111 5222,022 – 2822 7865,sftcmumbai@gmail.com,www.sftc.co.in ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1979,Listed,,,,A - 5,,69,15,422010,113,-33177.9204,-2382359,nashik@sudal.co.in,www.sudalindustries.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,"14 - C, Mharshi Devendra Road",,109,28,700007,113,033-2262-5065,,sudamatrading01@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2002,Listed,,,,Plot No. 27 & 29,,71,15,410222,113,,,info@sudarindustries.com,www.sudargarments.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1951,Listed,,,,162 Wellesley Road,,70,15,411001,113,020- 26058888    ,020- 26058222  ,grievance.redressal@sudarshan.com,www.sudarshan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Uco Bank Building,,10,3,781001,113,,,dilippatni_ghy@yahoo.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,"305, Central Plaza",,109,28,700020,113,,,office@rkdk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"No. 847, Bara Darwaza",,403,27,203205,113,91-9350461080,,info@sudev.co.in,www.sudev.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"2/5 Sarat Bose Road, Sukh Sagar",,109,28,700020,113,91-033-30522053,91-033-24742290,jplkol@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"""vaibhav"", 5th Floor",,109,28,700020,113,033-30515465 / 5400,033-22813574,mackertich@dataone.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"A - 2, Unit No 23 / 26",,67,15,400013,113,"022 - 24954404, 24954405, 24954407  ",022 - 24950406  ,cs@suditi.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,408 Industrial ,,80,21,141003,113,91-0161-4619272,,sanjeevbimlafca@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,City Centre Plaza,,88,24,600002,113,91-044-28587105    ,91-044-52155285  ,greievance@sdfl.co.in,www.sugalshare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,,,,1,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"1 A, Grant Lane",,109,28,700012,113,033 22364330,,sujala_trading@yahoo.com,www.sujalagroLip.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,No. 8-2-248/1/7/18,,3,1,500082,113,,,,www.sujana.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2006,Listed,,,,H. No. 8-2-248/1/7/18,,3,1,500082,113,,,latikenrao@gmail.com,www.sujana.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,H. No. 8-2-248/1/7/18,,3,1,500082,113,,,,www.sujana.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"5, Russell Street",,109,28,700071,113,91-033-22261236,,intech999@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1944,Listed,,,,Sarai Road,,434,21,144401,113,01824- 468800/ 260216/ 260314,01824- 261669/ 262077 ,sukhjit@sukhjitgroup.com,www.sukhjitgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,57 D Ballygunge Circular Road,,109,28,700019,113,91-033-65457341,91-033-40080988,gulabsinghvi@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"Office No.206, 2nd Floor",,67,15,400069,113,022-67707822,022- 67707822,"sulabheng22@gmail.com, sulabhinvestorcell@gmail.com",www.sulabh.org.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,41 Chowringhee Road,,109,28,700071,113,033-22881157,,stcdugar@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,India Printing House,,67,15,400031,113,022- 24181416 24127182 24172630  ,022- 24141516  ,--,www.sumanresorts.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,Listed,,,,25 Ganesh Chandra Avenue,,109,28,700013,113,033-22349308,,aditya@shalimargroup.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,31 Alexandra Court,,109,28,700020,113,3340012166,,rohitgangwal@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,8 B ,,109,28,700071,113,033 - 22298936 / 6758 / 3237 / 4473 ,033 - 22264140 / 2655830,kolkata@sumedhafiscal.com,www.sumedhafiscal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,504,,32,7,395002,113,0261- 2328902    ,0261- 2310196/2334189 ,sumeetindus@yahoo.com,www.sumeetindustries.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"10th Floor, Sumeru Centre",,23,7,380007,113,079- 26652748 26651357,079- 26651664,investors.sumeru@gmail.com,www.sumerugroup.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,Rna Arcade,,67,15,400053,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1945,Listed,,,,"213, Bezzola Complex",,67,15,400071,113,91-022-25292152/54/55,91-022–25297423,summitsec@gmail.com  ,www.summitsecurities.net ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1945,Listed,,,,C E A T Mahal,,67,15,400030,113,022- 66670200    ,022- 66670260 / 66670287 ,--,www.kecrpg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"104, Samedh Building,",,23,7,380006,113,,,robinsonworlda@yahoo.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"105/1-1, Surya Acrades",,218,21,143001,113,91-0183-2263658,,succityasr@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1978,Listed,,,,New Bharat Building,,67,15,400033,113,022- 23746305 23746306   ,022- 23746320  ,--,www.sonoraindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,"3, Ravipushp Appartment",,23,7,380052,113,,,sfgl_1988@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,F-591,,19,33,110076,113,91-011-26943877,,flag.sun@yahoo.com,www.suntlagcommereial.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"3 , British India Street",,109,28,700069,113,033-22481860,033-22481860,merril@vsnl.net ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,Paniora ,,290,20,752054,113,0674-2330170 0674-3294595,0674-2467626 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,Janki Centre,,67,15,400053,113,022- 26344557    ,022- 26344558  ,--,www.suninfoways.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1961,Listed,,,,"86, E. V. K. Sampath Road",,88,24,600007,113,91-044-26618503,91-044-26618259,ro@sunpaper.in,www.sunpaper.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2006,Listed,,,,Sun Pharma Advanced Research Centre (Sparc),,33,7,390020,113,0265- 2330815    ,0265- 2354897  ,secretarial@sparcmail.com,www.sunpharma.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,Sun Pharma Advanced Research Centre (S P A R C),,33,7,390020,113,0265- 5515500 / 5515600 / 5515700,0265- 2354897  ,secretarial@sunpharma.com,www.sunpharma.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1979,Listed,,,,3307 / B,,33,7,393002,113,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,One-sonal Industrial Estate (Khoda),,23,7,382170,113,91-0265-2358172,-- ,sunsourceinvestors@gmail.com,www.sunsource.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"104, Samedh Building",,23,7,380006,113,,,wellworthoverseas@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Murasoli Maran Towers,,88,24,600028,113,044- 2464 8181    ,044- 2464 8282  ,ravi@sunnetwork.in,www.suntv.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,"Office No.307, 3rd Floor",,67,15,400078,113,     ,-- ,sunvalley94@gmail.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,27 - A,,109,28,700069,113,,91-033-30224841/76189,rcbagdipcs@yahoo.in,www.sunbrightstockbroking.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1997,Listed,,,,"7, Shree Shakti Estate",,23,7,382210,113,079-29096047/29006511,,bloombazar@yahoo.co.in,www.sctl.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2011,Listed,,,,S - 272 A,,127,22,342005,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,205,,32,7,395002,113,     ,-- ,--,www.suncitysyntheticsltd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1999,Listed,,,,"No.21, Patullos Road",,88,24,600002,113,91-044 2852 1181,91-044 2858 6641,swaminathan@sundarambnpparibashome.com,www.sundarambnpphome.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1974,Listed,,,,180,,88,24,600006,113,91-044-42205300    ,91-044-42205572  ,,www.tvsbrakelinings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1954,Listed,,,,21,,88,24,600002,113,044- 28521181    ,044- 28586641  ,investorservices@sundaramfinance.in,www.sundaramfinance.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Listed,,,,,,,1,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,5/6 Papa Industrial Estate,,67,15,400093,113,,,,www.sundaramgroups.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1962,Listed,,,,Jayalakshmi Estates,,88,24,600006,113,-28272186,-28257074,corpsec@scl.co.in,www.sundaram-clayton.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,Sunday House,,32,7,395008,113,,,sundayexports@hotmail.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1962,Listed,,,,98- A,,88,24,600004,113,044-2847 8500    ,044-2847 8510 / 2847 8508 ,,www.sundram.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,"55 - B, Dhanu Udyog Industrial Estate",,268,7,396230,113,022 42509700,022 42509709,info@svgindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,33,,68,15,440001,113,"+91-712- 2524661, 2532901, 2520356, 2520358 ",-2520981,investor@sunflagsteel.com,www.sunflagsteel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,1015,,67,15,400004,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"P- 355, Keyatala Road",,109,28,700029,113,91-033-24643717,91-033-24645665,sunflowercommerceltd@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,"7/2, 1st Floor, Office No. 2",,32,7,395001,113,08108756812 /09327062261,0261-2461975,sungold2006@gmail.com,www.sungoldcapitallimited.com / www.sungoldentertainment.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,Plot No 39/ A 2,,449,12,562114,113,080- 7971371/7971463   ,080- 7971538  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,Crescent Tower 6th Floor,,109,28,700020,113,033-22806946,033-22805708,arup@kanika.com,www.kanika.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,"38 E/252 - A, Vijay Tower",,19,33,110049,113,011-26494581-83,011-26497087,virendra.garg@sunilhealthcare.com,www.sunilhealthcare.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1998,Listed,,,,"6th Floor, C-wing",,67,15,400050,113,,,"cs@sunilhitech.com, info@sunilhitech.com",www.sunilhitech.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1976,Listed,,,,"D - 8,   Phase I I",,74,15,421203,113,91-0251-2870749    ,91-0251-2871319  ,info@sunilgroup.com,www.sunilgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"40 B , Princep Street , 3rd Floor",,109,28,700072,113,,,ifclcmd@gmail.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"24, Laxmi Chambers",,23,7,380014,113,,,sunitteechemicals@rediffmail.com,www.suniteechemicalsltd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,82,,67,15,400021,113,022-22817051 /52,022-22875197,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Gauthaminagar,,534,1,515001,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,Post Box 2020,,33,7,390004,113,,-- ,--,www.sunlakeresort.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,Dc-6111 B,,67,15,400051,113,022 - 42304444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"133, Panchratna",,67,15,400004,113,,,sunrise_asian@yahoo.in,www.sunriseasian.net ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,16 Community Centre,,19,33,110025,113,,,sudarshan_sethi@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,Listed,,,,"503, Commerce House",,67,15,400001,113,8655438454/9969271310,,sitltd@ymail.com,www.sunriseindustrial.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,Listed,,,,"205 A, Kapadia Chamber",,67,15,400002,113,,,sunriseasia2021@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"555, Double Storey",,19,33,110060,113,,,companysecretaries2014@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"C-10, Sahar Roy Apt Chs Ltd",,67,15,400099,113,"+91 022-24312561,09824019596,",,exdontrading@yahoo.co.in,www.exdontrading.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,"12, Cupangalle Society",,318,6,403602,113,,,sadashivshet@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,Phoenix House,,67,15,400013,113,022-66637101,,secretary@sunshield.in,www.sunshield.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,209bhanot Plaza 2,,19,33,110055,113,011- 23582393,,sunshinecapital95@gmail.com,www.sunshinecapital.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"1, Crocked Lane",,109,28,700069,113,,,corporatevision8@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2008,Listed,,,,"Office No-107, 1st Floor",,67,15,400002,113,,,info@sunstarrealtors.com,www.sunstarrealtors.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"5th Floor, Sunteck Centre",,67,15,400057,113,+91 22 26267800,+91 22 26267890,cosec@sunteckindia.com,www.sunteckindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,Anil Starch Mill Road,,23,7,380025,113,079 2220 3739,079 2220 1788 / 26588065,super@supershuddhatta.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,C-1/290,,23,7,382330,113,"079- 22823907,  9824169514",-- ,super_crop_safe@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"T.f. 416, Madhavpura Ganj Bazar",,23,7,380004,113,079-4039 6677,,superdomestic123@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,Listed,,,,"F3/313 & 314, Sreema Complex, 2nd Floor",,109,28,700141,113,,,superfin102@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1968,Listed,,,,6,,109,28,700001,113,033-22302434/0930/6991,033-22302421  ,investorservices@superforgings.com.,www.superforgings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,34 - A,,89,24,641018,113,0422- 2222404 2222405 2222406  ,0422- 2221427  ,ssil@vaamaa.com,www.supersales.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1962,Listed,,,,"Elgi Towers, P B No 7113",,89,24,641045,113,0422- 2311711 / 4351711   ,0422- 2311611 / 2315111,super@ssh.saraelgi.com,www.superspinning.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,Sadar Bazar,,83,22,311021,113,,,supersyn@sancharnet.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,187/170,,101,27,208010,113,"(0512) - 3935747, 3935748, 3935749","(0512) - 2460792, 2462227 ",info@supertannery.com,www.supertannery.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"Block No. 224-225, At & Post, Village Tarsadi",,32,7,394356,113,     ,,mail@vantagein.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,150 Feet Road,,101,27,208010,113,"0512- 2462124, 2465995",0512- 2829325,share@superhouseoroup.com,www.superhousegroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"Flat No 112, Antriksh Bhawan",,19,33,110001,113,011-65000614,,superiorfinlease@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,25 Bazar Lane ,,19,33,110001,113,91-011-43585000,91-011-43585015,ashwanikverma@yahoo.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,104 / 1 P,,268,7,396125,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Listed,,,,"Office No-301, 3rd Floor",,67,15,400002,113,,,info@supernovaads.com,www.supernovaads.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,A-711,,67,15,400086,113,,,info@scil.net.in,www.scil.net.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,Plot No 45/46,,268,7,394230,113,,,supertex@vsnl.com,www.supertex.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"808-809, E Block",,19,33,110019,113,011-26423912,011-26447486,supra1985@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,144 Atlanta Nariman Point,,67,15,400021,113,,,vkmassociates@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,"Flat No. 112,  ‘ A ’- Block",,3,1,500027,113,,91-040-27560252,info@vgfsl.com,www.vgfsl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
